,rooms,cbd_distance,postcode,bedroom,bathroom,car,latitude,longitude,property_count,price,dist_to_coast,suburb_freq,seller_g_freq,council_area_freq,type_t,type_u,method_s_p,method_v_b,region_name_eastern_victoria,region_name_northern_metropolitan,region_name_northern_victoria,region_name_south_eastern_metropolitan,region_name_southern_metropolitan,region_name_western_metropolitan,region_name_western_victoria,parking_area_indoor,parking_area_outdoor_stall
14499,3,8.7,3162.0,3.0,2.0,2.0,-37.88854,145.01938,5051.0,1655000.0,116.90303531941568,70,235,1209,False,False,True,False,False,False,False,False,True,False,False,False,False
14500,3,11.7,3148.0,3.0,2.0,1.0,-37.88505,145.10592,3582.0,816000.0,125.50650845612736,51,1018,755,True,False,False,False,False,False,False,False,True,False,False,False,False
14502,3,27.0,3196.0,3.0,1.0,1.0,-38.04851,145.11612,3906.0,1417000.0,81.1471892784391,18,158,530,False,False,False,False,False,False,False,True,False,False,False,False,False
14504,3,17.9,3192.0,3.0,3.0,1.0,-37.96763,145.06247,9758.0,1255000.0,98.32082310388388,108,1018,979,False,False,False,False,False,False,False,False,True,False,False,False,False
14505,3,17.9,3192.0,3.0,2.0,2.0,-37.97107,145.05804,9758.0,1120000.0,96.98173686384887,108,235,979,False,False,False,False,False,False,False,False,True,False,False,False,False
14508,4,17.9,3192.0,4.0,2.0,2.0,-37.95915,145.04311,9758.0,1375000.0,98.97509342093032,108,1018,979,False,False,True,False,False,False,False,False,True,False,False,False,False
14509,3,17.9,3192.0,3.0,2.0,2.0,-37.97122,145.08125,9758.0,860000.0,98.97480753686334,108,96,979,False,False,False,False,False,False,False,False,True,False,False,False,False
14514,2,17.5,3169.0,2.0,1.0,2.0,-37.93474,145.11918,4734.0,955000.0,112.47680779528653,26,1018,530,False,False,True,False,False,False,False,True,False,False,False,True,False
14517,3,3.6,3068.0,3.0,1.0,0.0,-37.79417,144.99701,2954.0,1500000.0,142.88361979254384,90,88,710,False,False,False,True,False,True,False,False,False,False,False,False,True
14518,2,3.6,3068.0,0.0,1.0,0.0,-37.78767,144.99782,2954.0,1380000.0,144.9303447349707,90,2201,710,False,False,False,True,False,True,False,False,False,False,False,False,False
14519,3,3.6,3068.0,3.0,2.0,1.0,-37.78788,145.0005,2954.0,1830000.0,145.1019141183307,90,2201,710,False,False,False,False,False,True,False,False,False,False,False,False,False
14520,3,6.7,3058.0,3.0,1.0,1.0,-37.74564,144.95978,11204.0,1205000.0,154.51850153140998,268,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
14521,4,6.7,3058.0,4.0,2.0,1.0,-37.75485,144.9684,11204.0,1222000.0,152.41927860094714,268,2201,1783,False,False,False,False,False,True,False,False,False,False,False,True,False
14524,3,6.7,3058.0,3.0,1.0,2.0,-37.75014,144.96583,11204.0,990000.0,153.65281261335306,268,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
14525,3,6.7,3058.0,3.0,1.0,1.0,-37.75232,144.96348,11204.0,861500.0,152.77027919005113,268,479,1783,False,False,False,False,False,True,False,False,False,False,False,True,False
14526,1,6.7,3058.0,1.0,1.0,1.0,-37.72063,144.95938,3445.0,950000.0,162.30820240884265,89,1171,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
14527,3,6.7,3058.0,3.0,1.0,2.0,-37.72939,144.97106,3445.0,1012000.0,160.58353854701548,89,2201,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
14530,4,17.4,3048.0,4.0,1.0,0.0,-37.65776,144.92875,1124.0,555000.0,179.71239462444498,9,166,854,False,False,False,False,False,True,False,False,False,False,False,True,False
14531,3,17.4,3048.0,3.0,1.0,1.0,-37.66432,144.93536,1124.0,451000.0,178.1683068717897,9,166,854,False,False,False,False,False,True,False,False,False,False,False,False,False
14539,3,2.4,3121.0,3.0,1.0,2.0,-37.82997,144.99154,1123.0,1081000.0,131.64004982976496,33,27,710,False,False,False,False,False,True,False,False,False,False,False,False,False
14544,3,23.0,3136.0,3.0,1.0,1.0,-37.784,145.27006,11925.0,855000.0,169.97208489651808,76,1171,286,False,False,False,False,False,False,False,False,False,False,False,False,False
14545,4,23.0,3136.0,4.0,2.0,2.0,-37.77954,145.26755,1705.0,1076000.0,171.11480172998893,10,472,286,False,False,True,False,False,False,False,False,False,False,False,False,True
14547,3,23.0,3136.0,3.0,2.0,2.0,-37.76402,145.27346,2985.0,1175000.0,176.4023584970619,16,1947,286,False,False,False,False,False,False,False,False,False,False,False,False,False
14548,3,14.0,3047.0,3.0,1.0,3.0,-37.67454,144.93339,2246.0,506000.0,174.69626476040688,28,325,854,False,False,False,False,False,True,False,False,False,False,False,False,False
14551,3,24.7,3175.0,3.0,1.0,1.0,-37.9657,145.22005,8322.0,690000.0,112.66881536649319,38,1856,161,False,False,False,False,False,False,False,True,False,False,False,False,False
14554,3,22.2,3172.0,3.0,2.0,3.0,-37.98713,145.13489,3940.0,870000.0,99.30207974391512,41,1018,530,False,False,False,False,False,False,False,True,False,False,False,False,False
14556,4,12.4,3108.0,0.0,1.0,0.0,-37.79304,145.1421,9028.0,1380000.0,155.97504801606544,147,1856,623,True,False,False,False,False,False,False,False,False,False,False,True,False
14558,3,12.4,3108.0,3.0,3.0,2.0,-37.76941,145.13325,9028.0,1351000.0,162.4186815162899,147,472,623,False,False,False,False,False,False,False,False,False,False,False,False,False
14559,3,12.4,3108.0,3.0,1.0,2.0,-37.78968,145.11298,9028.0,1327000.0,154.43783600377517,147,1606,623,False,False,False,False,False,False,False,False,False,False,False,False,False
14562,4,14.3,3109.0,4.0,2.0,2.0,-37.77875,145.17409,10999.0,1330000.0,163.14315553233826,91,1856,623,False,False,False,False,False,False,False,False,False,False,False,False,False
14565,2,16.1,3111.0,2.0,2.0,2.0,-37.79883,145.17337,4790.0,1070000.0,156.96615328619927,30,1606,623,False,False,False,False,False,False,False,False,False,False,False,False,False
14566,4,16.1,3111.0,4.0,2.0,2.0,-37.80321,145.19627,4790.0,1160000.0,157.65274203647738,30,1856,623,False,False,True,False,False,False,False,False,False,False,False,False,False
14568,4,8.9,3084.0,4.0,3.0,2.0,-37.76143,145.05996,1651.0,1756000.0,158.43453887735444,33,2201,1105,False,False,True,False,False,False,False,False,False,False,False,True,False
14571,3,27.0,3196.0,3.0,2.0,1.0,-38.04,145.11849,2546.0,895000.0,83.60911391312133,22,1018,530,False,False,False,False,False,False,False,True,False,False,False,False,False
14572,3,27.0,3196.0,3.0,2.0,0.0,-38.04037,145.11869,2546.0,730000.0,83.52837953277081,22,1018,530,False,False,False,False,False,False,False,True,False,False,False,False,False
14573,3,7.2,3185.0,3.0,2.0,2.0,-37.88839,145.00243,4898.0,1690000.0,115.45893403385902,80,501,1209,False,False,False,False,False,False,False,False,True,False,False,True,False
14574,3,7.2,3185.0,3.0,1.0,2.0,-37.88926,145.01249,4898.0,3050000.0,116.09050640796876,80,501,1209,False,False,False,True,False,False,False,False,True,False,False,False,False
14575,3,18.0,3095.0,3.0,2.0,2.0,-37.7127,145.13797,6990.0,895000.0,180.51838903312864,58,1947,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
14576,4,18.0,3095.0,4.0,2.0,2.0,-37.71437,145.16531,6990.0,930000.0,182.39521521148825,58,79,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
14577,3,18.0,3095.0,3.0,2.0,4.0,-37.70086,145.13817,2346.0,915000.0,184.29141394400907,18,79,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
14580,2,7.2,3184.0,1.0,1.0,1.0,-37.87448,144.98852,8989.0,1370000.0,118.27059910262415,159,370,762,False,True,False,False,False,False,False,False,True,False,False,False,False
14581,3,7.2,3184.0,3.0,2.0,2.0,-37.87818,144.98532,8989.0,1860000.0,116.91424428039504,159,370,762,False,False,True,False,False,False,False,False,True,False,False,True,False
14586,4,19.6,3076.0,4.0,2.0,2.0,-37.63291,145.03706,10926.0,621000.0,197.36346439250954,126,1171,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14590,3,19.6,3076.0,3.0,1.0,1.0,-37.64294,145.02765,10926.0,631000.0,193.24714483268625,126,177,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14592,3,19.6,3076.0,3.0,1.0,1.0,-37.64971,145.04165,10926.0,636000.0,192.26935452338887,126,199,585,False,False,False,False,False,True,False,False,False,False,False,True,False
14593,4,19.6,3076.0,4.0,2.0,2.0,-37.62235,145.01864,10926.0,1170000.0,199.21985420592094,126,199,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14596,2,7.5,3040.0,2.0,1.0,2.0,-37.74327,144.89237,9264.0,1355000.0,149.32881163643762,286,479,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
14597,3,7.5,3040.0,3.0,2.0,2.0,-37.74315,144.89941,9264.0,1269000.0,149.98515164496033,286,57,1233,True,False,False,False,False,False,False,False,False,True,False,True,False
14598,3,7.5,3040.0,3.0,2.0,2.0,-37.74617,144.91991,9264.0,900000.0,150.84830565566702,286,57,1233,True,False,False,True,False,False,False,False,False,True,False,False,False
14600,2,8.2,3041.0,2.0,1.0,2.0,-37.7372,144.90133,1308.0,992500.0,152.00861873248974,32,2201,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
14602,3,5.7,3078.0,3.0,2.0,2.0,-37.77174,145.01836,2970.0,1620000.0,151.6050077797515,58,1171,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
14605,3,13.1,3060.0,3.0,1.0,3.0,-37.70807,144.97282,5070.0,840000.0,167.45683500108717,158,275,854,False,False,False,False,False,True,False,False,False,False,False,False,False
14606,3,13.1,3060.0,3.0,1.0,0.0,-37.71844,144.97038,5070.0,770000.0,163.96551472181358,158,479,854,False,False,False,False,False,True,False,False,False,False,False,False,False
14607,3,13.1,3060.0,3.0,1.0,1.0,-37.69571,144.96064,5070.0,775000.0,170.31262664616668,158,479,854,False,False,False,False,False,True,False,False,False,False,False,False,False
14608,3,24.8,3156.0,3.0,1.0,2.0,-37.88497,145.27205,10788.0,808000.0,140.1087652661654,50,1856,238,False,False,True,False,False,False,False,False,False,False,False,False,False
14609,3,24.8,3156.0,3.0,1.0,4.0,-37.88448,145.26379,10788.0,761000.0,139.5258475056779,50,66,238,False,False,False,False,False,False,False,False,False,False,False,True,False
14611,3,3.6,3068.0,3.0,2.0,0.0,-37.79225,144.97929,6244.0,1560000.0,141.90947795237932,131,2201,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
14612,3,3.6,3068.0,3.0,2.0,1.0,-37.77933,144.98213,6244.0,1250000.0,146.09587122889567,131,2201,1346,False,False,True,False,False,True,False,False,False,False,False,False,True
14613,3,3.6,3068.0,3.0,1.0,1.0,-37.77707,144.98477,6244.0,1350000.0,147.01919639160636,131,2201,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
14616,4,5.1,3011.0,4.0,3.0,4.0,-37.79504,144.90366,7570.0,1300000.0,134.41759332981917,180,1606,988,False,False,False,True,False,False,False,False,False,True,False,False,False
14617,2,5.1,3011.0,2.0,1.0,0.0,-37.79835,144.89078,7570.0,700000.0,132.2832741168723,180,310,988,False,False,False,False,False,False,False,False,False,True,False,True,False
14618,3,5.1,3011.0,3.0,2.0,2.0,-37.8007,144.88207,7570.0,860000.0,130.80723136012367,180,1947,988,False,False,False,False,False,False,False,False,False,True,False,False,False
14619,4,5.1,3011.0,4.0,2.0,1.0,-37.79363,144.89427,7570.0,1450000.0,134.02017235746897,180,355,988,False,False,False,False,False,False,False,False,False,True,False,False,False
14622,2,5.1,3011.0,2.0,1.0,2.0,-37.79612,144.88783,7570.0,868000.0,132.69937801825353,180,134,988,False,False,False,False,False,False,False,False,False,True,False,False,False
14623,4,15.4,3131.0,4.0,2.0,2.0,-37.83645,145.1603,4385.0,1190000.0,144.53277036280087,46,265,356,False,False,False,False,False,False,False,False,False,False,False,True,False
14625,4,15.4,3131.0,4.0,2.0,2.0,-37.84006,145.16568,4385.0,1088000.0,143.9338207879656,46,1018,356,False,False,True,False,False,False,False,False,False,False,False,False,False
14637,3,12.9,3043.0,3.0,1.0,1.0,-37.6983,144.89295,3285.0,525500.0,163.53251738256458,47,1856,854,False,False,True,False,False,False,False,False,False,True,False,False,False
14638,3,12.9,3043.0,3.0,1.0,1.0,-37.68651,144.89339,3285.0,588000.0,167.33383237573295,47,275,854,False,False,False,False,False,False,False,False,False,True,False,False,False
14639,4,12.9,3043.0,4.0,3.0,2.0,-37.68387,144.89717,3285.0,740000.0,168.51193786786112,47,1856,854,False,False,False,False,False,False,False,False,False,True,False,False,False
14640,3,12.9,3043.0,3.0,1.0,1.0,-37.6995,144.89012,3285.0,610000.0,162.90179722406256,47,479,854,False,False,False,True,False,False,False,False,False,True,False,True,False
14643,4,7.3,3146.0,4.0,2.0,2.0,-37.85114,145.08701,10412.0,2115000.0,133.75105269815802,252,19,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
14647,5,16.7,3150.0,5.0,4.0,2.0,-37.8693,145.17012,15321.0,2670000.0,135.71999855762562,109,1171,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14649,4,16.7,3150.0,4.0,2.0,2.0,-37.8712,145.17238,15321.0,1255000.0,135.3638851932096,109,1171,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14650,5,16.7,3150.0,5.0,4.0,2.0,-37.86725,145.1856,15321.0,1630000.0,137.6776868988023,109,472,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14656,5,16.7,3150.0,5.0,3.0,2.0,-37.883,145.18267,15321.0,1560000.0,132.83579229836315,109,1856,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14658,3,11.2,3046.0,3.0,1.0,3.0,-37.70505,144.91278,8870.0,795000.0,163.13254894182418,226,275,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
14659,3,11.2,3046.0,3.0,1.0,1.0,-37.69885,144.93634,8870.0,685500.0,167.17484353606085,226,1856,1346,False,False,False,False,False,True,False,False,False,False,False,True,False
14660,3,11.2,3046.0,3.0,1.0,1.0,-37.69913,144.92563,8870.0,752000.0,166.14352972585667,226,1856,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
14661,3,11.2,3046.0,3.0,1.0,3.0,-37.70857,144.90641,8870.0,770000.0,161.45667221876838,226,275,1346,False,False,True,False,False,True,False,False,False,False,False,False,False
14662,4,16.1,3088.0,4.0,2.0,2.0,-37.68906,145.10708,8524.0,925000.0,185.32035995146617,95,82,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
14664,3,16.1,3088.0,3.0,1.0,1.0,-37.70986,145.09941,8524.0,700000.0,178.02533691814423,95,79,1105,False,False,False,False,False,True,False,False,False,False,False,True,False
14665,3,16.1,3088.0,3.0,1.0,1.0,-37.71252,145.09959,8524.0,892500.0,177.19941357301875,95,71,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
14666,3,16.1,3088.0,3.0,1.0,2.0,-37.69996,145.09199,8524.0,652000.0,180.51509914744747,95,82,1105,False,False,False,False,False,True,False,False,False,False,False,False,False
14667,4,16.1,3088.0,4.0,2.0,0.0,-37.69643,145.10176,8524.0,930000.0,182.49883527640986,95,71,1105,False,False,True,False,False,True,False,False,False,False,False,False,False
14671,3,13.8,3188.0,3.0,2.0,1.0,-37.94311,145.01272,5454.0,2095000.0,100.78821211884747,173,1018,979,False,False,False,False,False,False,False,False,True,False,False,False,True
14673,4,13.8,3188.0,3.0,2.0,3.0,-37.93713,145.01355,5454.0,1720000.0,102.54042655042466,173,235,979,True,False,False,True,False,False,False,False,True,False,False,False,False
14674,4,13.8,3188.0,4.0,2.0,2.0,-37.93595,145.01746,5454.0,1550000.0,103.21536948195113,173,236,979,True,False,False,True,False,False,False,False,True,False,False,False,False
14675,3,13.8,3188.0,3.0,3.0,1.0,-37.93625,145.00155,5454.0,1745000.0,101.7356670087887,173,235,979,True,False,False,False,False,False,False,False,True,False,False,False,False
14676,3,13.8,3188.0,3.0,1.0,1.0,-37.93852,145.03026,2356.0,1451000.0,103.6149385854275,45,1018,979,False,False,False,False,False,False,False,False,True,False,False,True,False
14683,1,5.3,3122.0,1.0,1.0,1.0,-37.82985,145.04223,11308.0,510000.0,136.12753164375545,239,472,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
14685,4,5.3,3122.0,4.0,3.0,1.0,-37.82215,145.02077,11308.0,2800000.0,136.5414139472406,239,236,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
14690,4,21.3,3135.0,4.0,2.0,0.0,-37.83527,145.2457,3794.0,880000.0,152.38286331185685,39,472,286,False,False,False,False,False,False,False,False,False,False,False,True,False
14692,3,16.0,3190.0,3.0,3.0,1.0,-37.9493,145.0362,4794.0,1175000.0,101.11439264029805,70,1018,979,True,False,False,False,False,False,False,False,True,False,False,False,False
14693,3,16.0,3190.0,3.0,2.0,1.0,-37.95438,145.05286,4794.0,900000.0,101.15745160935212,70,235,979,True,False,False,False,False,False,False,False,True,False,False,False,False
14694,2,16.0,3190.0,2.0,1.0,2.0,-37.95616,145.05188,4794.0,815000.0,100.57571504782877,70,158,979,True,False,False,False,False,False,False,False,True,False,False,False,False
14696,3,16.0,3190.0,3.0,2.0,2.0,-37.95302,145.05198,4794.0,950000.0,101.45945142289344,70,1018,979,True,False,False,False,False,False,False,False,True,False,False,False,False
14697,4,18.0,3037.0,4.0,1.0,1.0,-37.70161,144.74978,5556.0,531000.0,149.88481213980407,56,325,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
14698,4,18.0,3037.0,4.0,2.0,2.0,-37.69884,144.75352,5556.0,525000.0,151.09401227655104,56,1856,1080,False,False,False,False,False,False,False,False,False,True,False,False,True
14699,4,18.4,3029.0,4.0,1.0,2.0,-37.86993,144.68008,13830.0,525000.0,92.52241351112143,139,355,404,False,False,True,False,False,False,False,False,False,True,False,False,False
14700,4,18.4,3029.0,4.0,2.0,2.0,-37.85075,144.67383,13830.0,565000.0,97.58936024540733,139,325,404,False,False,False,False,False,False,False,False,False,True,False,False,False
14701,3,18.4,3029.0,3.0,1.0,2.0,-37.87087,144.68494,13830.0,460000.0,92.67524556012039,139,310,404,False,False,True,False,False,False,False,False,False,True,False,False,False
14702,4,18.4,3029.0,4.0,2.0,2.0,-37.86939,144.6905,13830.0,593150.0,93.59437840387089,139,325,404,False,False,False,False,False,False,False,False,False,True,False,True,False
14703,3,12.3,3166.0,3.0,2.0,2.0,-37.90468,145.08213,3145.0,1250000.0,117.76691525798209,43,1856,755,False,False,False,True,False,False,False,False,True,False,False,False,False
14706,4,7.8,3079.0,4.0,3.0,1.0,-37.76214,145.0363,5549.0,1250000.0,156.13571491550144,131,1947,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
14709,4,7.8,3079.0,4.0,2.0,2.0,-37.76084,145.03814,5549.0,1550000.0,156.69857211884315,131,280,1105,False,False,False,True,False,False,False,False,False,False,False,False,False
14712,4,15.5,3038.0,4.0,1.0,0.0,-37.71988,144.81086,3656.0,700000.0,149.48165329851105,34,325,1080,False,False,True,False,False,False,False,False,False,True,False,False,False
14714,3,11.7,3033.0,3.0,1.0,2.0,-37.7363,144.86579,5629.0,950000.0,149.16448573924495,176,2201,1080,False,False,False,True,False,False,False,False,False,True,False,False,False
14715,3,11.7,3033.0,3.0,1.0,2.0,-37.74588,144.87044,5629.0,915000.0,146.58894284701339,176,1947,1080,False,False,False,False,False,False,False,False,False,True,False,True,False
14716,3,11.7,3033.0,3.0,2.0,2.0,-37.74804,144.87039,5629.0,990000.0,145.91362008307235,176,1856,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
14717,3,11.7,3033.0,3.0,1.0,1.0,-37.73129,144.86556,5629.0,700000.0,150.7106716822869,176,2201,1080,False,False,False,True,False,False,False,False,False,True,False,False,False
14718,3,11.7,3033.0,3.0,1.0,2.0,-37.74525,144.87401,5629.0,850000.0,147.09865095840954,176,2201,1080,False,False,False,False,False,False,False,False,False,True,False,False,True
14722,4,3.4,3031.0,4.0,2.0,1.0,-37.79645,144.93053,5263.0,2112000.0,136.35112730791155,146,34,1099,False,False,False,False,False,True,False,False,False,False,False,True,False
14724,4,5.4,3101.0,4.0,2.0,2.0,-37.79757,145.04323,10331.0,1720000.0,145.91379335131987,239,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
14731,4,7.3,3102.0,4.0,2.0,2.0,-37.78905,145.04723,2671.0,1655000.0,148.85206447965376,73,968,1906,False,False,False,False,False,False,False,False,True,False,False,True,False
14732,4,7.3,3102.0,4.0,2.0,2.0,-37.79135,145.04348,2671.0,2000000.0,147.82312664259618,73,1947,1906,False,False,False,True,False,False,False,False,True,False,False,False,False
14733,4,7.3,3102.0,4.0,2.0,2.0,-37.79437,145.03984,2671.0,1850000.0,146.5861749842633,73,1947,1906,False,False,False,True,False,False,False,False,True,False,False,False,False
14734,3,25.2,3173.0,3.0,1.0,3.0,-37.98895,145.17117,8459.0,886000.0,101.98351984058402,26,1856,161,False,False,False,False,False,False,False,True,False,False,False,False,False
14736,4,23.3,3180.0,4.0,3.0,2.0,-37.88343,145.24081,2949.0,980000.0,137.81346374124388,10,1856,238,False,False,False,False,False,False,False,False,False,False,False,False,False
14737,4,16.3,3075.0,4.0,1.0,2.0,-37.66088,145.0113,8279.0,755000.0,185.96660737499545,80,1171,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14738,3,16.3,3075.0,3.0,1.0,4.0,-37.66285,145.01628,8279.0,771000.0,185.7665908726332,80,199,585,False,False,False,False,False,True,False,False,False,False,False,False,True
14741,3,16.3,3075.0,3.0,1.0,2.0,-37.67002,145.0144,8279.0,760000.0,183.282870658457,80,177,585,False,False,True,False,False,True,False,False,False,False,False,False,False
14742,3,16.3,3075.0,3.0,2.0,1.0,-37.66281,145.01185,8279.0,685500.0,185.38962409245434,80,199,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14747,2,6.4,3012.0,2.0,1.0,2.0,-37.78706,144.86538,3873.0,715000.0,133.47811871969776,116,501,988,True,False,False,False,False,False,False,False,False,True,False,False,False
14750,3,8.4,3145.0,3.0,1.0,1.0,-37.87821,145.04957,8801.0,1307500.0,122.54448365113615,182,1947,666,False,False,False,False,False,False,False,False,True,False,False,False,False
14752,4,4.3,3032.0,4.0,2.0,2.0,-37.76485,144.88545,4918.0,1190000.0,142.04076193068303,138,2201,988,False,False,False,True,False,False,False,False,False,True,False,False,False
14753,3,11.4,3204.0,3.0,2.0,3.0,-37.91042,145.05143,2397.0,1850000.0,113.43228869884771,23,1018,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
14768,4,20.0,3194.0,4.0,2.0,2.0,-37.98019,145.09049,6162.0,950000.0,97.31405057379735,66,1856,530,False,False,False,False,False,False,False,True,False,False,False,False,False
14771,4,20.0,3194.0,4.0,3.0,2.0,-37.9839,145.05638,6162.0,1800000.0,93.30637806246037,66,96,530,False,False,False,False,False,False,False,True,False,False,False,False,False
14778,3,17.9,3082.0,3.0,2.0,1.0,-37.66925,145.04983,10529.0,660000.0,186.6496764497905,130,166,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14779,3,17.9,3082.0,3.0,2.0,0.0,-37.66151,145.05157,10529.0,560000.0,189.30696579272418,130,177,585,False,False,False,False,False,True,False,False,False,False,False,False,False
14780,2,17.2,3132.0,0.0,1.0,0.0,-37.81872,145.20427,6871.0,635000.0,153.68609156410045,64,370,356,False,False,False,False,False,False,False,False,False,False,False,False,False
14781,4,17.2,3132.0,4.0,2.0,2.0,-37.81908,145.19785,6871.0,1451000.0,153.01425357964638,64,1171,356,False,False,False,False,False,False,False,False,False,False,False,False,False
14782,4,17.2,3132.0,4.0,2.0,2.0,-37.82525,145.21123,6871.0,1705000.0,152.342597667582,64,314,356,False,False,False,False,False,False,False,False,False,False,False,True,False
14784,4,17.2,3132.0,4.0,2.0,2.0,-37.81103,145.20605,6871.0,993000.0,156.15295794311598,64,1171,356,False,False,False,False,False,False,False,False,False,False,False,False,False
14785,3,17.2,3132.0,3.0,2.0,2.0,-37.81333,145.21214,6871.0,1104000.0,155.9958976910149,64,1171,356,False,False,False,False,False,False,False,False,False,False,False,False,True
14788,3,16.2,3094.0,3.0,1.0,2.0,-37.72764,145.12672,3891.0,841000.0,174.82149558749364,37,275,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
14789,4,6.2,3039.0,4.0,1.0,2.0,-37.76002,144.91681,6232.0,1000000.0,146.28620259984572,207,479,1233,False,False,False,True,False,False,False,False,False,True,False,True,False
14791,2,6.2,3039.0,2.0,1.0,1.0,-37.77096,144.93124,6232.0,792000.0,144.18729620709595,207,3,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
14793,3,6.2,3039.0,3.0,1.0,0.0,-37.77132,144.91398,6232.0,976000.0,142.5597869982068,207,2201,1233,False,False,False,False,False,False,False,False,False,True,False,True,False
14798,4,14.2,3149.0,4.0,2.0,1.0,-37.88457,145.13436,13366.0,1775000.0,128.14130449928481,133,472,755,False,False,False,True,False,False,False,False,False,False,False,True,False
14799,3,14.2,3149.0,3.0,1.0,2.0,-37.88925,145.1132,13366.0,950000.0,124.93095609006308,133,94,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14801,4,14.2,3149.0,4.0,3.0,4.0,-37.86003,145.13038,13366.0,1650000.0,134.94465772788013,133,6,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14802,3,14.2,3149.0,3.0,2.0,2.0,-37.86372,145.13754,13366.0,1651000.0,134.49170540160614,133,1947,755,False,False,False,False,False,False,False,False,False,False,False,True,False
14803,3,14.2,3149.0,3.0,1.0,1.0,-37.86553,145.11743,13366.0,1360000.0,132.19671924726225,133,1947,755,False,False,True,False,False,False,False,False,False,False,False,False,False
14805,4,14.2,3149.0,4.0,2.0,2.0,-37.868,145.13025,13366.0,1472000.0,132.60002046907917,133,370,755,False,False,False,False,False,False,False,False,False,False,False,False,True
14806,3,14.2,3149.0,3.0,1.0,1.0,-37.88494,145.12807,13366.0,1375000.0,127.48217875151191,133,314,755,False,False,False,False,False,False,False,False,False,False,False,False,False
14809,4,18.8,3170.0,4.0,2.0,0.0,-37.9256,145.16459,7113.0,1000000.0,119.04177444594586,65,1171,755,False,False,False,False,False,False,False,True,False,False,False,False,False
14810,3,18.8,3170.0,3.0,1.0,2.0,-37.92608,145.16715,7113.0,860000.0,119.13036006174882,65,1171,755,False,False,False,False,False,False,False,True,False,False,False,True,False
14814,3,6.2,3015.0,3.0,1.0,1.0,-37.8403,144.87953,5498.0,1020000.0,118.73570425126525,180,236,634,False,False,False,False,False,False,False,False,False,True,False,False,False
14815,2,6.2,3015.0,2.0,1.0,1.0,-37.84668,144.8904,5498.0,1017500.0,117.80397202235905,180,154,634,False,False,False,False,False,False,False,False,False,True,False,False,False
14816,3,22.7,3174.0,3.0,1.0,1.0,-37.97231,145.16787,11806.0,640000.0,106.26652969180978,31,325,161,False,False,False,False,False,False,False,True,False,False,False,False,False
14818,3,1.8,3051.0,3.0,2.0,0.0,-37.8042,144.95117,6821.0,1480000.0,135.82088086933783,97,430,1099,False,False,False,False,False,True,False,False,False,False,False,True,False
14821,2,5.3,3070.0,2.0,1.0,1.0,-37.7663,144.9959,11364.0,1050000.0,151.3028562303456,274,370,1783,False,False,False,False,False,True,False,False,False,False,False,False,False
14822,3,5.3,3070.0,3.0,2.0,0.0,-37.76627,144.99345,11364.0,1150000.0,151.09673976153408,274,2201,1783,False,False,False,True,False,True,False,False,False,False,False,False,False
14823,3,5.3,3070.0,3.0,2.0,4.0,-37.77625,144.99572,11364.0,2750000.0,148.23257483682406,274,430,1783,False,False,False,True,False,True,False,False,False,False,False,False,False
14824,4,5.3,3070.0,4.0,1.0,2.0,-37.77065,144.99213,11364.0,2000000.0,149.6342409341943,274,2201,1783,False,False,False,True,False,True,False,False,False,False,False,True,False
